name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,Country
Dar al Gani 934,6475,Valid,H6,54.0,Found,01/01/2000 12:00:00 AM,27.08333,16.01667,"27.08333, 16.01667",Libya / ليبيا
Dar al Gani 935,6476,Valid,H5,376.0,Found,01/01/2000 12:00:00 AM,27.133329999999997,16.01667,"27.13333, 16.01667",Libya / ليبيا
Dar al Gani 936,6477,Valid,H3-5,522.0,Found,01/01/2000 12:00:00 AM,27.21667,16.116670000000003,"27.21667, 16.11667",Libya / ليبيا
Dar al Gani 937,6478,Valid,L4,136.0,Found,01/01/2000 12:00:00 AM,27.23333,16.15,"27.23333, 16.15",Libya / ليبيا
Dar al Gani 939,6480,Valid,L6,367.0,Found,01/01/2000 12:00:00 AM,27.383329999999997,16.05,"27.38333, 16.05",Libya / ليبيا
Dar al Gani 940,6481,Valid,L6,210.0,Found,01/01/2000 12:00:00 AM,27.5,16.2,"27.5, 16.2",Libya / ليبيا
Dar al Gani 941,6482,Valid,H6,57.0,Found,01/01/2000 12:00:00 AM,27.566670000000002,16.2,"27.56667, 16.2",Libya / ليبيا
Dar al Gani 943,6483,Valid,L5,15.25,Found,01/01/2000 12:00:00 AM,27.21733,16.092670000000002,"27.21733, 16.09267",Libya / ليبيا
Dar al Gani 944,6484,Valid,LL6,119.27,Found,01/01/2000 12:00:00 AM,27.19667,16.19717,"27.19667, 16.19717",Libya / ليبيا
Dar al Gani 945,6485,Valid,Eucrite,300.0,Found,01/01/2000 12:00:00 AM,27.188670000000002,16.37583,"27.18867, 16.37583",Libya / ليبيا
Dar al Gani 946,6486,Valid,LL4,54.03,Found,01/01/2000 12:00:00 AM,27.18733,16.37817,"27.18733, 16.37817",Libya / ليبيا
Dar al Gani 947,6487,Valid,LL6,436.0,Found,01/01/2000 12:00:00 AM,27.44683,16.319329999999997,"27.44683, 16.31933",Libya / ليبيا
Dar al Gani 948,6488,Valid,L6,1032.0,Found,01/01/2000 12:00:00 AM,27.687170000000002,15.977170000000001,"27.68717, 15.97717",Libya / ليبيا
Dar al Gani 949,6489,Valid,L6,204.01,Found,01/01/2000 12:00:00 AM,27.8985,15.86367,"27.8985, 15.86367",Libya / ليبيا
Dar al Gani 950,6490,Valid,L6,42.83,Found,01/01/2000 12:00:00 AM,27.899,15.8645,"27.899, 15.8645",Libya / ليبيا
Dar al Gani 951,6491,Valid,L5,1080.0,Found,01/01/2000 12:00:00 AM,27.901670000000003,15.8635,"27.90167, 15.8635",Libya / ليبيا
Dar al Gani 952,6492,Valid,L6,56.0,Found,01/01/1998 12:00:00 AM,27.33117,16.2035,"27.33117, 16.2035",Libya / ليبيا
Dar al Gani 953,6493,Valid,H4,50.5,Found,01/01/1999 12:00:00 AM,27.125,16.34533,"27.125, 16.34533",Libya / ليبيا
Dar al Gani 954,6494,Valid,H6,65.0,Found,01/01/1998 12:00:00 AM,27.11767,16.0265,"27.11767, 16.0265",Libya / ليبيا
Dar al Gani 955,6495,Valid,H6,18500.0,Found,01/01/1999 12:00:00 AM,27.131829999999997,16.20767,"27.13183, 16.20767",Libya / ليبيا
Dar al Gani 956,6496,Valid,L6,15000.0,Found,01/01/1997 12:00:00 AM,27.13267,15.9925,"27.13267, 15.9925",Libya / ليبيا
Dar al Gani 957,6497,Valid,L4,369.0,Found,01/01/1998 12:00:00 AM,26.8955,16.583170000000003,"26.8955, 16.58317",Libya / ليبيا
Dar al Gani 958,6498,Valid,L5,542.0,Found,01/01/1999 12:00:00 AM,26.956670000000003,16.3475,"26.95667, 16.3475",Libya / ليبيا
Dar al Gani 959,6499,Valid,H4,164.0,Found,01/01/1999 12:00:00 AM,26.96583,16.348,"26.96583, 16.348",Libya / ليبيا
Dar al Gani 960,6500,Valid,L6,392.0,Found,01/01/1999 12:00:00 AM,26.87567,16.680329999999998,"26.87567, 16.68033",Libya / ليبيا
Dar al Gani 961,6501,Valid,L5,481.0,Found,01/01/1998 12:00:00 AM,26.8825,16.662,"26.8825, 16.662",Libya / ليبيا
Dar al Gani 962,6502,Valid,Achondrite-ung,130.0,Found,01/01/1998 12:00:00 AM,27.198,16.4085,"27.198, 16.4085",Libya / ليبيا
Dar al Gani 963,6503,Valid,H6,484.0,Found,01/01/1997 12:00:00 AM,27.11083,16.04417,"27.11083, 16.04417",Libya / ليبيا
Dar al Gani 965,6505,Valid,LL5,216.0,Found,01/01/1998 12:00:00 AM,26.9415,16.42117,"26.9415, 16.42117",Libya / ليبيا
Dar al Gani 966,6506,Valid,L4,204.0,Found,01/01/1998 12:00:00 AM,26.89633,16.5795,"26.89633, 16.5795",Libya / ليبيا
Dar al Gani 967,6507,Valid,L5,468.0,Found,01/01/1998 12:00:00 AM,26.88917,16.55067,"26.88917, 16.55067",Libya / ليبيا
Dar al Gani 968,6508,Valid,L5,351.0,Found,01/01/1999 12:00:00 AM,26.892670000000003,16.57667,"26.89267, 16.57667",Libya / ليبيا
Dar al Gani 969,6509,Valid,L/LL6,3145.0,Found,01/01/1998 12:00:00 AM,26.98017,16.34967,"26.98017, 16.34967",Libya / ليبيا
Dar al Gani 970,6510,Valid,L5,251.0,Found,01/01/1998 12:00:00 AM,26.89967,16.57817,"26.89967, 16.57817",Libya / ليبيا
Dar al Gani 971,6511,Valid,L6,202.0,Found,01/01/1999 12:00:00 AM,26.89367,16.626170000000002,"26.89367, 16.62617",Libya / ليبيا
Dar al Gani 972,6512,Valid,L5,121.0,Found,01/01/1999 12:00:00 AM,27.098,16.12167,"27.098, 16.12167",Libya / ليبيا
Dar al Gani 973,6513,Valid,Eucrite,82.0,Found,01/01/1999 12:00:00 AM,27.4505,16.22383,"27.4505, 16.22383",Libya / ليبيا
Dar al Gani 974,6514,Valid,CR,107.0,Found,01/01/1999 12:00:00 AM,27.0295,16.37217,"27.0295, 16.37217",Libya / ليبيا
Dar al Gani 975,6515,Valid,Martian (shergottite),27.55,Found,01/01/1999 12:00:00 AM,27.327170000000002,16.21667,"27.32717, 16.21667",Libya / ليبيا
Dar al Gani 976,6516,Valid,Ureilite-pmict,32.03,Found,01/01/1999 12:00:00 AM,27.054170000000003,16.3875,"27.05417, 16.3875",Libya / ليبيا
Dar al Gani 978,6518,Valid,C3-ung,44.4,Found,01/01/1999 12:00:00 AM,27.28067,16.40567,"27.28067, 16.40567",Libya / ليبيا
Dar al Gani 979,6519,Valid,L6,2483.0,Found,01/01/2000 12:00:00 AM,27.45017,16.18667,"27.45017, 16.18667",Libya / ليبيا
Dar al Gani 980,6520,Valid,H4,93.0,Found,01/01/2001 12:00:00 AM,26.837329999999998,16.613670000000003,"26.83733, 16.61367",Libya / ليبيا
Dar al Gani 981,6521,Valid,L5,931.0,Found,01/01/2001 12:00:00 AM,27.20983,16.4265,"27.20983, 16.4265",Libya / ليبيا
Dar al Gani 982,6522,Valid,H5,177.0,Found,01/01/2000 12:00:00 AM,27.2115,16.432,"27.2115, 16.432",Libya / ليبيا
Dar al Gani 983,6523,Valid,Eucrite-pmict,933.0,Found,01/01/2002 12:00:00 AM,26.7375,16.8995,"26.7375, 16.8995",Libya / ليبيا
Dar al Gani 984,6524,Valid,L6,763.0,Found,01/01/2002 12:00:00 AM,26.8105,16.80483,"26.8105, 16.80483",Libya / ليبيا
Dar al Gani 985,6525,Valid,L6,96.0,Found,01/01/2002 12:00:00 AM,26.973329999999997,16.54167,"26.97333, 16.54167",Libya / ليبيا
Dar al Gani 986,6526,Valid,H5,60.0,Found,01/01/2002 12:00:00 AM,27.01933,16.51333,"27.01933, 16.51333",Libya / ليبيا
Dar al Gani 987,6527,Valid,H5,2031.0,Found,01/01/2002 12:00:00 AM,27.06417,16.39367,"27.06417, 16.39367",Libya / ليبيا
Dar al Gani 988,6528,Valid,H5,3128.0,Found,01/01/2002 12:00:00 AM,27.07,16.39317,"27.07, 16.39317",Libya / ليبيا
Dar al Gani 989,6529,Valid,LL6,764.0,Found,01/01/2002 12:00:00 AM,27.1125,16.331670000000003,"27.1125, 16.33167",Libya / ليبيا
Dar al Gani 990,6530,Valid,LL6,219.0,Found,01/01/2002 12:00:00 AM,27.113,16.336170000000003,"27.113, 16.33617",Libya / ليبيا
Dar al Gani 991,6531,Valid,H5,236.0,Found,01/01/2002 12:00:00 AM,27.33067,16.2805,"27.33067, 16.2805",Libya / ليبيا
Dar al Gani 992,6532,Valid,L6,82.0,Found,01/01/2002 12:00:00 AM,27.36417,16.28033,"27.36417, 16.28033",Libya / ليبيا
Dar al Gani 993,6533,Valid,LL5,317.0,Found,01/01/2002 12:00:00 AM,27.453670000000002,16.323,"27.45367, 16.323",Libya / ليبيا
Dar al Gani 994,6534,Valid,H4/5,7769.0,Found,01/01/2002 12:00:00 AM,27.487170000000003,16.44533,"27.48717, 16.44533",Libya / ليبيا
Dar al Gani 995,6535,Valid,Eucrite-pmict,56.12,Found,01/01/2001 12:00:00 AM,27.1725,16.38617,"27.1725, 16.38617",Libya / ليبيا
Dar al Gani 997,6537,Valid,H6,500.0,Found,01/01/1999 12:00:00 AM,26.91667,16.66667,"26.91667, 16.66667",Libya / ليبيا
Dar al Gani 998,6538,Valid,CO3,3522.0,Found,01/01/1999 12:00:00 AM,27.174329999999998,15.9205,"27.17433, 15.9205",Libya / ليبيا
Dar al Gani 999,6539,Valid,Ureilite-pmict,2106.0,Found,01/01/2000 12:00:00 AM,27.02583,16.36583,"27.02583, 16.36583",Libya / ليبيا
Daraj 001,6540,Valid,H5,30000.0,Found,01/01/1986 12:00:00 AM,29.6425,11.73222,"29.6425, 11.73222",Libya / ليبيا
Daraj 002,6541,Valid,L4,4000.0,Found,01/01/1986 12:00:00 AM,29.865,11.69167,"29.865, 11.69167",Libya / ليبيا
Daraj 005,6544,Valid,L6,500.0,Found,01/01/1986 12:00:00 AM,29.598059999999997,11.94028,"29.59806, 11.94028",Libya / ليبيا
Daraj 008,6547,Valid,H4,1270.0,Found,01/01/1986 12:00:00 AM,29.57889,11.74944,"29.57889, 11.74944",Libya / ليبيا
Daraj 011,6550,Valid,H3,2600.0,Found,01/01/1986 12:00:00 AM,29.506390000000003,11.498610000000001,"29.50639, 11.49861",Libya / ليبيا
Daraj 012,6551,Valid,H4,250.0,Found,01/01/1986 12:00:00 AM,29.465559999999996,11.43333,"29.46556, 11.43333",Libya / ليبيا
Daraj 013,6552,Valid,H5,352.0,Found,01/01/1986 12:00:00 AM,29.59722,11.74167,"29.59722, 11.74167",Libya / ليبيا
Daraj 014,6553,Valid,L6,395.0,Found,01/01/1986 12:00:00 AM,29.598059999999997,11.74167,"29.59806, 11.74167",Libya / ليبيا
Daraj 015,6554,Valid,H4,2100.0,Found,01/01/1986 12:00:00 AM,29.563059999999997,12.03083,"29.56306, 12.03083",Libya / ليبيا
Daraj 020,6559,Valid,H5,355.0,Found,01/01/1986 12:00:00 AM,29.610559999999996,12.10778,"29.61056, 12.10778",Libya / ليبيا
Daraj 101,6560,Valid,H5,2800.0,Found,01/01/1986 12:00:00 AM,29.647779999999997,11.746939999999999,"29.64778, 11.74694",Libya / ليبيا
Daraj 102,6561,Valid,H5,777.0,Found,01/01/1986 12:00:00 AM,29.61778,11.773610000000001,"29.61778, 11.77361",Libya / ليبيا
Daraj 105,6564,Valid,H5,1539.0,Found,01/01/1986 12:00:00 AM,29.631390000000003,11.76194,"29.63139, 11.76194",Libya / ليبيا
Daraj 107,6566,Valid,L6,770.0,Found,01/01/1986 12:00:00 AM,29.511390000000002,11.99111,"29.51139, 11.99111",Libya / ليبيا
Daraj 108,6567,Valid,LL4-6,453.0,Found,01/01/1986 12:00:00 AM,29.43833,11.87833,"29.43833, 11.87833",Libya / ليبيا
Daraj 109,6568,Valid,LL4-6,280.0,Found,01/01/1986 12:00:00 AM,29.481109999999997,12.14056,"29.48111, 12.14056",Libya / ليبيا
Daraj 110,6569,Valid,H4,700.0,Found,01/01/1986 12:00:00 AM,29.41917,12.125,"29.41917, 12.125",Libya / ليبيا
Daraj 111,6570,Valid,L6,292.0,Found,01/01/1986 12:00:00 AM,29.26806,11.70528,"29.26806, 11.70528",Libya / ليبيا
Daraj 112,6571,Valid,L5/6,215.0,Found,01/01/1986 12:00:00 AM,29.664720000000003,11.77639,"29.66472, 11.77639",Libya / ليبيا
Daraj 113,6572,Valid,H4,226.0,Found,01/01/1986 12:00:00 AM,29.412779999999998,11.953330000000001,"29.41278, 11.95333",Libya / ليبيا
Daraj 114,6573,Valid,H4,85.0,Found,01/01/1986 12:00:00 AM,29.62667,11.69389,"29.62667, 11.69389",Libya / ليبيا
Daraj 115,6574,Valid,H6,417.0,Found,01/01/1986 12:00:00 AM,29.378059999999998,11.88667,"29.37806, 11.88667",Libya / ليبيا
Daraj 116,6575,Valid,L5/6,2300.0,Found,01/01/1986 12:00:00 AM,29.50944,11.80611,"29.50944, 11.80611",Libya / ليبيا
Daraj 118,6577,Valid,H5,570.0,Found,01/01/1986 12:00:00 AM,29.58333,11.78333,"29.58333, 11.78333",Libya / ليبيا
Daraj 125,6583,Valid,H5,405.0,Found,01/01/1986 12:00:00 AM,29.628890000000002,11.78778,"29.62889, 11.78778",Libya / ليبيا
Daraj 127,6584,Valid,H5,242.0,Found,01/01/1986 12:00:00 AM,29.600279999999998,12.23889,"29.60028, 12.23889",Libya / ليبيا
Daraj 128,6585,Valid,L6,234.0,Found,01/01/1986 12:00:00 AM,29.328059999999997,11.78222,"29.32806, 11.78222",Libya / ليبيا
Daraj 130,6586,Valid,H4,483.0,Found,01/01/1986 12:00:00 AM,29.302220000000002,11.91639,"29.30222, 11.91639",Libya / ليبيا
Daraj 131,6587,Valid,LL6,151.0,Found,01/01/1986 12:00:00 AM,29.304440000000003,11.90722,"29.30444, 11.90722",Libya / ليبيا
Daraj 132,6588,Valid,H6,475.0,Found,01/01/1986 12:00:00 AM,29.363059999999997,11.99667,"29.36306, 11.99667",Libya / ليبيا
Daraj 133,6589,Valid,H4,313.0,Found,01/01/1986 12:00:00 AM,29.53333,12.26667,"29.53333, 12.26667",Libya / ليبيا
Daraj 135,6590,Valid,H5,278.0,Found,01/01/1986 12:00:00 AM,29.633329999999997,11.73333,"29.63333, 11.73333",Libya / ليبيا
Daraj 144,6599,Valid,L6,657.0,Found,01/01/1986 12:00:00 AM,29.616670000000003,11.75,"29.61667, 11.75",Libya / ليبيا
Daraj 145,6600,Valid,H6,3354.0,Found,01/01/2000 12:00:00 AM,29.64528,11.664719999999999,"29.64528, 11.66472",Libya / ليبيا
Daraj 146,6601,Valid,H5,4553.0,Found,01/01/2000 12:00:00 AM,29.627779999999998,11.7025,"29.62778, 11.7025",Libya / ليبيا
Darinskoe,6602,Valid,"Iron, IIC",11200.0,Found,01/01/1984 12:00:00 AM,51.41667,51.96667,"51.41667, 51.96667",Kazakhstan
David Glacier 01001,6605,Valid,L6,134.1,Found,01/01/2001 12:00:00 AM,-75.68139000000001,155.45306000000002,"-75.68139, 155.45306",
David Glacier 92300,6606,Valid,CK4,26.7,Found,01/01/1992 12:00:00 AM,-75.31667,162.0,"-75.31667, 162.0",
Davis Mountains,6615,Valid,"Iron, IIIAB",689000.0,Found,01/01/1903 12:00:00 AM,30.75,-104.25,"30.75, -104.25",United States of America
Davy (a),6616,Valid,L4,50600.0,Found,01/01/1940 12:00:00 AM,29.1,-97.6,"29.1, -97.6",United States of America
Davy (b),6617,Valid,H4,3770.0,Found,01/01/1981 12:00:00 AM,29.008329999999997,-97.70555999999999,"29.00833, -97.70556",United States of America
Dawn (a),6618,Valid,H6,7682.0,Found,01/01/1981 12:00:00 AM,34.86,-102.12,"34.86, -102.12",United States of America
Dayton,6620,Valid,"Iron, IAB-sLH",26300.0,Found,01/01/1892 12:00:00 AM,39.75,-84.16667,"39.75, -84.16667",United States of America
De Hoek,6622,Valid,"Iron, ungrouped",20930.0,Found,01/01/1960 12:00:00 AM,-29.383329999999997,23.1,"-29.38333, 23.1",South Africa
De Kalb,6623,Valid,H,566.0,Found,01/01/1969 12:00:00 AM,39.59167,-94.92194,"39.59167, -94.92194",United States of America
De Nova,6624,Valid,L6,12700.0,Found,01/01/1940 12:00:00 AM,39.85,-102.95,"39.85, -102.95",United States of America
Deakin 001,6625,Valid,Chondrite-ung,109.5,Found,01/01/1978 12:00:00 AM,-30.883329999999997,128.96667,"-30.88333, 128.96667",Australia
Deakin 002,6626,Valid,H4,4.5,Found,01/01/1978 12:00:00 AM,-30.883329999999997,128.975,"-30.88333, 128.975",Australia
Deakin 003,6627,Valid,H5,82.6,Found,01/01/1986 12:00:00 AM,-30.883329999999997,128.66666999999998,"-30.88333, 128.66667",Australia
Deakin 004,6628,Valid,H4,127.9,Found,01/01/1986 12:00:00 AM,-30.47,128.745,"-30.47, 128.745",Australia
Deakin 005,6629,Valid,H5,77.0,Found,01/01/1989 12:00:00 AM,-30.53333,128.56667,"-30.53333, 128.56667",Australia
Deakin 006,6630,Valid,H4/5,274.0,Found,01/01/1989 12:00:00 AM,-30.58333,128.66666999999998,"-30.58333, 128.66667",Australia
Deakin 007,6631,Valid,H6,1060.0,Found,01/01/1989 12:00:00 AM,-30.16667,128.66666999999998,"-30.16667, 128.66667",Australia
Deakin 008,6632,Valid,H5,61.4,Found,01/01/1989 12:00:00 AM,-30.66667,129.01667,"-30.66667, 129.01667",Australia
Deakin 009,6633,Valid,H5,150.0,Found,01/01/1991 12:00:00 AM,-30.73333,128.91666999999998,"-30.73333, 128.91667",Australia
Deakin 010,55718,Valid,Eucrite-mmict,438.0,Found,01/01/1988 12:00:00 AM,-30.573,128.56367,"-30.573, 128.56367",Australia
Deán Funes,6635,Valid,H5,9260.0,Found,01/01/1977 12:00:00 AM,-30.433329999999998,-64.2,"-30.43333, -64.2",Argentina
Deelfontein,6636,Valid,"Iron, IAB-MG",28000.0,Found,01/01/1932 12:00:00 AM,-30.183329999999998,23.26667,"-30.18333, 23.26667",South Africa
Deep Springs,6637,Valid,"Iron, ungrouped",11500.0,Found,01/01/1846 12:00:00 AM,36.5,-79.75,"36.5, -79.75",United States of America
Dehesa,6638,Valid,"Iron, ungrouped",280.0,Found,01/01/1866 12:00:00 AM,-33.5,-70.5,"-33.5, -70.5",Chile
Del Rio,6639,Valid,"Iron, IIF",3596.0,Found,01/01/1965 12:00:00 AM,29.366670000000003,-100.96667,"29.36667, -100.96667",United States of America
Delaware,6640,Valid,L4,8346.0,Found,01/01/1972 12:00:00 AM,35.28333,-93.5,"35.28333, -93.5",United States of America
Delegate,6641,Valid,"Iron, IIIAB-an",27700.0,Found,01/01/1904 12:00:00 AM,-37.0,149.03333,"-37.0, 149.03333",Australia
Dellys,6643,Valid,Iron,76.0,Found,01/01/1865 12:00:00 AM,36.91667,3.91667,"36.91667, 3.91667",الجزائر
Delphos (a),6645,Valid,L4,1244.7,Found,01/01/1968 12:00:00 AM,34.08333,-103.525,"34.08333, -103.525",United States of America
Delphos (b),6646,Valid,OC,548.0,Found,01/01/1968 12:00:00 AM,34.09,-103.61166999999999,"34.09, -103.61167",United States of America
Delphos (c),6647,Valid,L5,885.0,Found,01/01/1977 12:00:00 AM,34.05,-103.63333,"34.05, -103.63333",United States of America
Delphos (d),6648,Valid,H5,276.0,Found,01/01/1969 12:00:00 AM,34.05,-103.55,"34.05, -103.55",United States of America
Deming,55792,Valid,H5,784.0,Found,01/01/2009 12:00:00 AM,32.22548,-107.90458999999998,"32.22548, -107.90459",United States of America
Dengli,6650,Valid,H3.8,243.5,Found,01/01/1976 12:00:00 AM,39.06667,58.86666999999999,"39.06667, 58.86667",Türkmenistan
Denman 001,6651,Valid,L5,,Found,01/01/1991 12:00:00 AM,-30.596940000000004,130.08694,"-30.59694, 130.08694",Australia
Denman 002,6652,Valid,CV3,30.0,Found,01/01/1991 12:00:00 AM,-30.6,130.06667,"-30.6, 130.06667",Australia
Denman 003,6653,Valid,H5,53.0,Found,01/01/1991 12:00:00 AM,-30.60867,130.08016999999998,"-30.60867, 130.08017",Australia
Denman 004,6654,Valid,L6,113.0,Found,01/01/1991 12:00:00 AM,-30.60217,129.96667,"-30.60217, 129.96667",Australia
Densmore (1879),6656,Valid,L6,37200.0,Found,01/01/1879 12:00:00 AM,39.65,-99.68333,"39.65, -99.68333",United States of America
Densmore (1950),6657,Valid,H6,11300.0,Found,01/01/1950 12:00:00 AM,39.56583,-99.64721999999999,"39.56583, -99.64722",United States of America
Denton County,6659,Valid,"Iron, IIIAB",5400.0,Found,01/01/1856 12:00:00 AM,33.0,-97.0,"33.0, -97.0",United States of America
Denver City,6661,Valid,"Iron, ungrouped",26100.0,Found,01/01/1975 12:00:00 AM,33.07139,-102.80028,"33.07139, -102.80028",United States of America
Deport,6662,Valid,"Iron, IAB-sLL",15000.0,Found,01/01/1926 12:00:00 AM,33.51667,-95.3,"33.51667, -95.3",United States of America
Dermbach,6665,Valid,"Iron, ungrouped",1500.0,Found,01/01/1924 12:00:00 AM,50.71667,10.11667,"50.71667, 10.11667",Deutschland
Derrick Peak 00200,6666,Valid,"Iron, IIAB",10000.0,Found,01/01/2000 12:00:00 AM,-80.06667,156.38333,"-80.06667, 156.38333",
Desert Willow,48655,Valid,H4/5,11.3,Found,01/01/2007 12:00:00 AM,32.319,-111.077,"32.319, -111.077",United States of America
Devil Peak,6695,Valid,L6,34.7,Found,01/01/1999 12:00:00 AM,35.65917,-115.37283000000001,"35.65917, -115.37283",United States of America
Dexter,6697,Valid,"Iron, IIIAB",1724.0,Found,01/01/1889 12:00:00 AM,33.81667,-97.0,"33.81667, -97.0",United States of America
Dhofar 001,6700,Valid,L6,46.0,Found,01/01/1999 12:00:00 AM,18.165,54.083330000000004,"18.165, 54.08333",سلطنة عُمان Oman
Dhofar 002,6701,Valid,L5,36.0,Found,01/01/1999 12:00:00 AM,18.16667,54.085,"18.16667, 54.085",سلطنة عُمان Oman
Dhofar 003,6702,Valid,H4,65.0,Found,01/01/1999 12:00:00 AM,18.20167,54.136669999999995,"18.20167, 54.13667",سلطنة عُمان Oman
Dhofar 004,6703,Valid,H5,163.0,Found,01/01/1999 12:00:00 AM,18.42833,54.05333,"18.42833, 54.05333",سلطنة عُمان Oman
Dhofar 005,6704,Valid,L6,125500.0,Found,01/01/2000 12:00:00 AM,18.16667,54.166669999999996,"18.16667, 54.16667",سلطنة عُمان Oman
Dhofar 006,6705,Valid,L5,364.5,Found,01/01/1999 12:00:00 AM,18.13167,54.10833,"18.13167, 54.10833",سلطنة عُمان Oman
Dhofar 007,6706,Valid,Eucrite-cm,21270.0,Found,01/01/1999 12:00:00 AM,18.335,54.18167,"18.335, 54.18167",سلطنة عُمان Oman
Dhofar 008,6707,Valid,L3.3,2200.0,Found,01/01/1999 12:00:00 AM,18.34167,54.18833000000001,"18.34167, 54.18833",سلطنة عُمان Oman
Dhofar 009,6708,Valid,L6,2102.0,Found,01/01/1999 12:00:00 AM,18.281670000000002,54.11,"18.28167, 54.11",سلطنة عُمان Oman
Dhofar 010,6709,Valid,H6,3527.6,Found,01/01/1999 12:00:00 AM,18.33833,54.198330000000006,"18.33833, 54.19833",سلطنة عُمان Oman
Dhofar 011,6710,Valid,LL7,150.0,Found,01/01/1999 12:00:00 AM,18.345,54.198330000000006,"18.345, 54.19833",سلطنة عُمان Oman
Dhofar 012,6711,Valid,L4,4472.0,Found,01/01/2000 12:00:00 AM,18.35833,54.23333,"18.35833, 54.23333",سلطنة عُمان Oman
Dhofar 013,6712,Valid,H4,1070.0,Found,01/01/2000 12:00:00 AM,18.366670000000003,54.23667,"18.36667, 54.23667",سلطنة عُمان Oman
Dhofar 014,6713,Valid,LL7,414.0,Found,01/01/2000 12:00:00 AM,18.24333,54.14167,"18.24333, 54.14167",سلطنة عُمان Oman
Dhofar 015,6714,Valid,CK3,184.0,Found,01/01/2000 12:00:00 AM,18.64333,54.43,"18.64333, 54.43",سلطنة عُمان Oman
Dhofar 016,6715,Valid,H4,22.0,Found,01/01/2000 12:00:00 AM,18.99333,54.415,"18.99333, 54.415",سلطنة عُمان Oman
Dhofar 017,6716,Valid,H4,1736.0,Found,01/01/2000 12:00:00 AM,18.16,54.13833,"18.16, 54.13833",سلطنة عُمان Oman
Dhofar 018,6717,Valid,Howardite,833.0,Found,01/01/2000 12:00:00 AM,18.30167,54.153330000000004,"18.30167, 54.15333",سلطنة عُمان Oman
Dhofar 019,6718,Valid,Martian (shergottite),1056.0,Found,01/01/2000 12:00:00 AM,18.315,54.14833,"18.315, 54.14833",سلطنة عُمان Oman
Dhofar 020,6719,Valid,H4/5,256000.0,Found,01/01/2000 12:00:00 AM,19.03333,54.51667,"19.03333, 54.51667",سلطنة عُمان Oman
Dhofar 021,6720,Valid,H5/6,2534.0,Found,01/01/2000 12:00:00 AM,18.15333,54.17833,"18.15333, 54.17833",سلطنة عُمان Oman
Dhofar 022,6721,Valid,H3.9,110.0,Found,01/01/2000 12:00:00 AM,19.02833,54.49166999999999,"19.02833, 54.49167",سلطنة عُمان Oman
Dhofar 023,6722,Valid,H5,118.0,Found,01/01/2000 12:00:00 AM,19.075,54.5,"19.075, 54.5",سلطنة عُمان Oman
Dhofar 024,6723,Valid,H3.9,164.0,Found,01/01/2000 12:00:00 AM,19.06167,54.55333,"19.06167, 54.55333",سلطنة عُمان Oman
Dhofar 025,6724,Valid,Lunar (anorth),751.0,Found,01/01/2000 12:00:00 AM,18.40333,54.151669999999996,"18.40333, 54.15167",سلطنة عُمان Oman
Dhofar 026,6725,Valid,Lunar (anorth),148.0,Found,01/01/2000 12:00:00 AM,18.226670000000002,54.11167,"18.22667, 54.11167",سلطنة عُمان Oman
Dhofar 027,6726,Valid,L6,623.0,Found,01/01/1999 12:00:00 AM,19.26333,54.72067,"19.26333, 54.72067",سلطنة عُمان Oman
Dhofar 028,6727,Valid,H5-6,34.0,Found,01/01/1999 12:00:00 AM,18.07583,54.06717,"18.07583, 54.06717",سلطنة عُمان Oman
Dhofar 029,6728,Valid,H6,2792.0,Found,01/01/1999 12:00:00 AM,19.1005,54.8235,"19.1005, 54.8235",سلطنة عُمان Oman
